I m happy to assist you  How many guests are in your party ,request
And what time of day would you prefer for your reservation ,request
around 5 or 5 30,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,greeting
Unfortunately 7 30 is all booked but 8PM is available  Would you like me to book it ,inform
book me a place for a rehearsal dinner in wilmington nc for a group of 30 on 4 1 2016,request
normal american food,inform
What time would you like your reservation ,request
yes please book,confirm_answer
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
how is the red lobster special prices,request
What City and State would you like me to look for pricing ,request
I have successfully completed your reservation  Enjoy ,inform
What movies are playing at the Siff Cinema Uptown  I would like to purchase tickets,request
This is a restaurant booking service  not a movie ticket purchasing service ,inform
Can I help you book a restaurant ,request
Las Vegas  Nevada,inform
Are you interested in make restaurant reservations ,request
I need to book a table for 3  21 at 7 pm for dinner at the Gallaghers in Las Vegas for four guests ,inform
book a place to eat for 4 people that has piano music in wilmington  nc ,request
I m happy to assist you  What time and date would you like your reservation for ,request
sunday at noon,inform
There are no restaurants with piano music for me to book  I can sug,inform
ok  thne just plain americaN CUISINE,request
Port Land Grille,inform
 Aubriana s Fine Dining,inform
Port Land Grille on sunday first available,inform
fine  we will delay until 5 30,confirm_answer
I have secured a table for you at 5 30pm  May I have a name for the reservation ,inform
Your reservation was confirmed under Tom Mann  enjoy your meal ,inform
Sure  What time  please ,request
What cuisine would you like ,request
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
how is the 285 restaurant since the last failure at inspection time is it still open,request
What City and State would you like me to look ,request
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
I would like to find a pancake house in seattle for breakfast on March 13th,request
Sure  how many guests will you have ,request
2 adults and 2 children,inform
What time would you like to go ,request
A restaurant that serves breakfast and will accomidate children,request
I found 3 locations  520 Bar   Grill  Amaro Bistro  and Beach Cafe  Which would you like to book ,inform
Your reservation at Beach Cafe was confirmed  enjoy your meal ,inform
Can you reserve a table for two at Yvonne s in Boston  Sunday at 9 30pm,request
Hmm  I think a French restaurant in the area would work  Can you recommend any ,inform
Lets go with Beacon Hill,inform
Hi there  what time does your restaurant open ,request
any australian restaurants in wilmington  nc,inform
ok then how about indonesian,request
There s no Indonesian restaurants available for your location that I can book unfortunately ,inform
Great  what day would you like to dine out ,request
next thursday,inform
How many are going ,request
What time would you like to eat ,request
Here are some options for you  Genki Sushi and Yo Sake  Are you interested in either of those ,inform
Genki Sushi,inform
Success  I have booked your table for 4 at Genki Sushi on 3 17 at 7PM ,inform
reserve a table for 2 at a classy italian place this weekend in wilmington  nc,request
Osteria Cicchett,inform
Great  What time  please ,request
I have found that table for you on Saturday  May I have your name  please ,inform
Mturk Worker,inform
8 pm friday  my brother from another mother,inform
I have booked your reservation  Thank you and enjoy your dinner ,inform
How many people will be going ,request
A party of 5 individuals ,inform
Restaurant BT would be my first choice  or Oxford Exchange ,inform
Can you get me a table at Elephant Bar Restaurant in Peoria  AZ  Saturday around 6 30pm,request
I can help you with that  How many guests will you have ,request
There s six of us  but we re okay with splitting tables,inform
94th Aero Squadron sounds interesting  I ll take a chance with that one,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
book Hemenway s in wilmington  nc for Sunday night at 7pm for a party of 3,request
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
what are the hours of operations for the huns restaurant,request
May I please have the city or location you re interested in ,request
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Make a reservation for 2 on Friday  March 11th at 6pm at Longhorn Steakhouse ,request
I m happy to assist you  What city are you dining in ,request
is there a place that has memorabilia on the walls in wilmington  nc ,request
I m happy to assist you  How many guests are in your party ,request
When would you like to go ,request
What time would you like to go ,request
yes do sports bar,inform
I have successfully completed your reservation at 22 North for tonight at 8pm  Enjoy ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
I sure can  What city are you located in ,request
I need a restaurant for three people to eat at near dupont circle tomorrow night,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,request
How about Indian food ,inform
What time would you like your reservation for ,request
I m happy to assist you  What city are you dining in ,request
Washington DC,inform
What name would you like to book the reservation under ,request
Yes  let s do Angeethi,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Good evening  Are there any french bistros with a table for two near by ,greeting
What city are you located in ,request
What date would you like me to look ,request
For this coming Friday at 7pm  please ,inform
Yes  please book the Bastille Kitchen  if they are not available please book AKA Bistro Lincoln ,inform
reserve a table for 2 at 8pm saturday night at a romantic restaurant in wilmington  nc,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,request
Osteria Cicchetti   Monkey Junction,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
what time do starbucks open for taxes,request
What location  please ,request
How late is Applebee s open until ,request
What City and State would you like me to look ,request
looking for greek food in wilmington nc,request
What date would you like me to look ,request
3  21  2016,inform
How many are going ,request
What time would you like me to search for ,request
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
Laredos Grill  El Camino  and Casco Antiguo are available  Which one would you like to book ,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Are there any sit down donut places in Seattle  WA ,request
Stumbling Goat Bar sounds interesting  lets go with that,inform
Great your reservation for 10 00AM at Stumbling Goat Bar and Bistro on 3 13 2016 is confirmed ,inform
Sure  What city  please ,request
I m happy to assist you  What time would you like your reservation for ,request
Out of the 3 suggestions can you tell me which has the highest rating ,request
Yes that will be fine ,confirm_answer
Success  Your reservation has been confirmed  please enjoy your meal ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,request
reserve a table for 4 at 8pm saturday night at Pilot House restaurant in wilmington  nc,request
new recommendations for seafood,inform
Catch   Modern Seafood Cuisine has available seating  Would you like to book ,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
I have successfully completed your reservation  Enjoy ,inform
are there any restaurants on the UNCW campus in wilmington  nc ,request
show me one that can be reserved,request
I m happy to assist you  Do you have a cuisine in mind ,inform
How many guests are in your party ,request
What time and date would you like your reservation for ,request
tuesday at 7pm,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
I m happy to assist you  What time and date would you like your reservation for ,request
monday at 8pm,inform
Do you have a specific cuisine in mind ,request
yes a steak house,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
I would like to eat lobster tails Tuesday at 2 pm with a party of 4 in downtown Seattle,request
I have successfully booked you a table for 4 at Blueacre Seafood on Tuesday at 2pm  Enjoy ,inform
I cannot book reservations at that restaurant  Would you like to try someplace else ,inform
reserve a table for 2 at the ruth s Chris Steak house in wilmington  nc monday at 8pm,request
Success  Your reservation has been confirmed  please enjoy your meal ,inform
Can you book a table at a 5 star Sushi bar in San diego ,request
I sure can  When would you like to go ,inform
March 16 around 7 pm,inform
How many guests will be going ,request
I think we will try the Full Moon Sushi Kitchen Bar and Lounge,inform
Your reservation at the Full Moon Sushi Kitchen Bar and Lounge was confirmed  enjoy your meal ,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Is there a place to eat in the space needle in Seattle ,request
Yes  SkyCity Restaurant is what you re looking for  When would you like to go ,inform
Give me the first available table for 2 please,inform
I m happy to assist you  What time and date would you like your reservation for ,greeting
March 21st at 8PM,inform
McCormick   Schmick s Harborside,inform
I have secured that table for you  What name shall i put on the reservation ,inform
I have successfully completed your reservation  Enjoy ,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Hello  Would you like to make a restaurant reservation ,greeting
yes to bay breeze,confirm_answer
I m happy to assist you  What city are you dining in ,greeting
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Will you please find me a moderately priced seafood restaurant within 20 miles of Atlanta  Georgia ,request
I m happy to assist you  How many people are in your party ,greeting
There are 4 of us  and we would like to go out on Friday evening  sometime before 8pm ,inform
Yes  I would like to try Lure  please ,inform
Your reservation at Lure was confirmed for Friday  enjoy your meal ,inform
I would like to book a reservation for 3 at Lure in Atlanta  for next Saturday evening ,request
What time are you interested in going ,request
There are open tables at Lure at 6 45pm and 7 30pm  Would one of these options work for you ,inform
What time would you like to dine ,request
around 8 30 pm,inform
How many are going ,request
2 just me and my husband,inform
MOzen sounds fancy I think I would like to try that  What is the average price of the meals there ,inform
Hi  Any restaurants with vegan food for tonight 9pm in nashville ,greeting
I m happy to assist you  How many people are in your party ,request
Unfortunately I can only book for parties up to 20 ,inform
Um  We can split into two parties  How about 12 ,inform
What name would you like to book the reservation under ,request
Daisy Jackson please,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
Where are you located ,request
Your reservation has been confirmed  Please enjoy your meal ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
Absolutely  First  give me your location ,request
What time would you like to go and how many people will be going ,request
Fogo De Chao and Rei Do Gado are both available  Which would you prefer ,inform
Fogo De Chao sounds pretty spiffy  lets go with that,inform
I have successfully completed your reservation at Fogo de Chao for Next Monday at 6 00pm  Enjoy ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
Absolutely  What city are you located in ,request
I have successfully completed your reservation  Enjoy ,inform
I would like to find a sushi restaurant in San diego,inform
What date would you like me to look ,request
Great  what time would you like to go  and how large is your party ,request
7 pm for four people,inform
Ok I would like to book Nobu San Diego please,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
Sure  What city ,request
where is the goat cheese really from in your burgers at burger world,request
Hello  This is a restaurant reservations service  Would you like to make a booking ,inform
Can you find me the best rated place in Seattle  WA ,request
Harvest Beat is the top rated restaurant in Seattle that I can make reservations for ,inform
Great  I d like a reservation for 2 for Sunday  The closest available time to 2pm is fine,request
Would the next Sunday work ,inform
Hi there  what time does your restaurant open ,request
Hello  Which city and restaurant are you asking about ,inform
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,greeting
How many guests are in your party ,request
What time and date would you like your reservation for ,request
tomorrow night at 8pm,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,request
I would like to book a table for two at Pacific steaks   seafood for 7pm in San Diego,request
Great  what day are you interested in going ,request
3  15 please,inform
Great  Your reservation for 7 00PM at Pacific Steaks   Seafood is confirmed ,inform
I am really in the mood for Indian food tonight   Any suggestions ,request
There are three of us   We would like a reservation for Saturday  March 12 in Fresno  California ,inform
And what time ,request
Yes  how about Italian,confirm_answer
Unfortunately there are no Italian restaurants available in that area  Can I suggest you a top 3 ,inform
Yes  I would like to book at the Black Angus Steakhouse ,inform
any restaurants in gated communities in wilmington  nc,request
What date would you like me to look ,request
3  16  2016,inform
How many are going ,request
Is there a certain type of cuisine you are looking for ,request
upperclass   someplass teh riffraff doesn t go,inform
I can recommend the Caprice Bistro   they have openings at 5 30 and 8 00 on 3 16 ,inform
I have booked Caprice Bistro for 5 30  Thank you and enjoy your meal ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,greeting
I have successfully booked your reservation  Enjoy ,inform
Book me a table for 7PM tomorrow evening at Morton s   Seattle,request
how many people are going ,request
I m looking for a restaurant that serves Mexican food in Seattle,request
at what date would you like to go ,request
tomorrow at 7pm,inform
how many people are going ,request
Book me Fogon Cocina Mexicana,inform
what about Poquitos ,inform
I need to find a restaurant that offers karaoke in the evenings,inform
at what date would you like to go ,request
tonight at 10pm in Seattle,inform
What type of cuisine would you like ,request
how many people are going ,request
Your reservation at Lola for 02 15 2016 10 00PM for 2 people under John Smith has been confirmed ,inform
Riviera Maya please,inform
Book me nearest Mexican restaurant,request
Can you please specify you location  I would need to know city name ,request
I m in New York City,inform
Book me Dos Caminos please,inform
how many people are going ,request
at what date would you like to go ,request
tomorrow at 7pm,inform
Book a table for two at a nearby Vietnamese restaurant,request
at what date would you like to go ,request
tonight at 8 30,inform
Unfornunately I cannot find any restaurants I can book matching your request ,inform
you may have my location wrong   I m in New York,inform
Since this is the only one   please book Spice Market Restaurant,inform
Can you do tomorrow same time ,inform
I do not trust that  What party size you mean ,request
Can you find me Japanese non sushi places in Seattle available for booking tonight at 7pm for 2,request
Are there any Portuguese restaurants in Portland  WA ,request
Can you show me Spanish ,inform
Unfornunately I cannot find any restaurants I can book matching your request ,inform
ok let s book Fado Portuguese Kitchen  tonight at 8pm for 5,inform
I need a restaurant that only serves locally sourced produce and meat,request
Book me Elliott s Oyster House please,inform
at what time would you like to go ,request
today at 8 00pm,inform
at what date would you like to go ,request
well    I said today at 8 00pm,inform
how many people are going ,request
what about tomorrow  you got me interested,inform
Can you check Japonessa ,request
Find me a nice place for a dinner tonight at 7pm in Bellevue  WA for a party of 5,request
I like John Howie Steak,inform
What nearby restaurants are open at 2am ,request
Unfornunately I cannot find any restaurants I can book matching your request ,inform
that s strange    Where have you searched  I m in Seattle,inform
how many people are going ,request
What type of cuisine are you interested in ,request
Do Etta s Seafood,inform
Your reservation at Etta s Seafood for  02 00AM for 2 people under John Smith has been confirmed ,inform
Find me all the restaurants in Seattle with a water view setting,request
at what date would you like to go ,request
oh  this Tuesday at 8 15pm,inform
how many people are going ,request
Ok let book top rated restaurant in Seattle  WA tonight at 8pm for 2,request
Let s book Elliott s Oyster House,inform
Find me a restaurant that specializes in organic foods,request
at what date would you like to go ,request
tomorrow at 5pm,inform
how many people are going ,request
how many people are going ,request
Can you please specify you location  I would need to know city name ,request
sure  New Yrok City,inform
Unfornunately I cannot find any restaurants I can book matching your request ,inform
Unfornunately I cannot find any restaurants I can book matching your request ,inform
ok  I will try myself,closing
Thank you for using our service  goodbye,thanks
Find me a restaurant in the Aurora area that serves sushi and has live music ,request
Unfornunately I cannot find any restaurants I can book matching your request ,inform
Let s can you find me a sushi place in Aurora ,request
Unfornunately I cannot find any restaurants I can book matching your request ,inform
I know at least one   Domo 77  Can you book it ,inform
at what time would you like to go ,request
tomorrow at 7pm,inform
how many people are going ,request
book me a table at the chez pierra in downtown for saturday around 7 pm,request
how many people are going ,request
The Pink Door,inform
It s already past 6pm    Do for this Wednesday at 6pm,inform
I need to book a table for 4 at the best rated restaurant in Sante Fe ,request
book La Boca,inform
at what time would you like to go ,request
today at 8 30pm,inform
ok let do 9pm,confirm_answer
can you book it tomorrow same time ,request
Can you suggest other times for tomorrow ,request
Book me El Gaucho in Bellevue tonight at 6pm for 2,request
I do not know how to book this restaurant  Would you like to try a different one ,inform
no  thank you  that is it,confirm_answer
Thank you for using our service  goodbye,thanks
Book me Shiro s sushi place in Seattle at 7pm tomorrow for 2,request
I do not know how to book this restaurant  Do you want to try a different one ,inform
Yes  let s do Japonessa,inform
I need a good Italian restaurant in the Seattle area ,request
at what date would you like to go ,request
Tuesday  February 16,inform
at what time would you like to go ,request
how many people are going ,request
What is the best restaurant for St  Valentine day in Seattle ,request
can you book me Elliott s Oyster House today at 6 00pm ,request
how many people are going ,request
find the earliest opening pizza place by me,request
Can you please specify you location  I would need to know city name ,request
New York City downtown,inform
at what date would you like to go ,request
tomorrow morning around 9am,inform
how many people are going ,request
Thank you for using our service  goodbye,thanks
Find me restaurants open at 11pm tonight in New York City downtown,request
how many people are going ,request
Let s book Ninja New York,inform
Book me a seafood place in San Francisco tonight at 6pm,request
please book Farallon,inform
how many people are going ,request
I want to book a restaurant by the water in Seattle tonight for 2 people at 8pm,inform
Unfornunately I cannot find any restaurants I can book matching your request ,inform
what is the reason  is it time or you do not know the restaurants by the water ,request
your response does not make any sense   ,inform
Unfornunately I cannot find any restaurants I can book matching your request ,inform
ok  thanks  maybe next time   ,thanks
Thank you for using our service  goodbye,thanks
Unfornunately I cannot find any restaurants I can book matching your request ,inform
Can you find me a Mexican restaurant in Seattle ,request
Book me Barrio Mexican Kitchen   Bar please,inform
at what time would you like to go ,request
today at 8pm,inform
how many people are going ,request
Can you do tomorrow ,request
That is unexpected    Let s book for Friday then  Before they ran out of tables,request
Looks like this once is non bookable    Let s try Fogon Cocina Mexicana for tomorrow,inform
I need a restaurant that offers hibachi food and service ,request
at what date would you like to go ,request
Wednesday at 8pm  there will be 3 of us,inform
Can you please specify you location  I would need to know city name ,request
great  book me Al Dente this Wednesday at 8pm for 2,inform
fine  do Panza,inform
Your reservation at Panza for 02 17 2016 08 00PM for 2 people under John Smith has been confirmed ,inform
Find me a restaurant in Naperville that has a vegan menu,request
Book it tomorrow at 8pm for 2,inform
Wild Ginger Asian Restaurant ,inform
at what time would you like to go ,request
find me a restaurant with a table available on friday night early evening,request
Book me Japonessa at 7 30pm for 2,inform
Find me Vegan restaurants in Los Angeles,request
Please book me Crossroads Kitchen tonight at 6 30pm PST,inform
how many people are going ,request
I need to book dinner for 2 for tomorrow at 7pm  Anywhere is fine,request
Can you please specify you location  I would need to know city name ,request
I m in New York City downtown,inform
Mastro s Steakhouse,inform
Book me most popular restaurant in Portland tonight,request
how many people are going ,request
at what time would you like to go ,request
8pm probably   ,inform
Jake s Famous Crawfish,inform
try Andina Restaurant,inform
What s the cheapest Chinese restaurant in the city ,request
Can you please specify you location  I would need to know city name ,request
I m in Boston,inform
at what date would you like to go ,request
today at 9pm,inform
how many people are going ,request
I need a restaurant that has a large selection of craft beers on tap,request
Can you please specify you location  I would need to know city name ,request
New York City,inform
at what date would you like to go ,request
tomorrow at 8pm,inform
how many people are going ,request
What type of cuisine are you interested in ,request
Can you book no 3 ,request
try La Sirene instead,inform
What is top rated Mexican restaurant in New York City ,request
What is the rating of La Esquina ,request
nice  let s book Dos Caminos,inform
at what date would you like to go ,request
today at 7pm,inform
how many people are going ,request
Find me a an independent best restaurant in Des Moines  iowa,request
can you book Centro this Friday at 7pm for 2 ,request
Please give me a list of Mexican restaurants in downtown Seattle ,request
at what date would you like to go ,request
Book me El Gaucho in Seattle tonight at 6 30pm for 2,inform
yes  08 30PM please,inform
I need a Russian restaurant for tomorrow in New York City at 8pm for 5,request
New York City is the location   ,inform
it s much better  Let s book Mari Vanna,inform
Schedule brunch for 5 on the patio at Mezzano s on Mother s Day,request
at what time would you like to go ,request
at what time would you like to go ,request
how many people are going ,request
Can you please specify you location  I would need to know city name ,request
oh  I m in Chicago,inform
can you try the day after tomorrow ,request
Thank you for using our service  goodbye,thanks
Is there a korean place nearby that serves bibimbap ,request
Can you please specify you location  I would need to know city name ,request
I m in Jersey city,inform
at what date would you like to go ,request
today at 9pm,inform
how many people are going ,request
Please reserve me a table at the local mexican restaurant for tonight at 8pm,request
Unfornunately I cannot find any restaurants I can book matching your request ,inform
I m Seattle if that helps,inform
how many people are going ,request
I would like to book an american restaurant in seattle on 02 16 2016 at 1 30pm for 1 person,request
aqua terra please,inform
Unfortunately that date is in the past  can you please select a valid date ,inform
3    25     ,inform
Great  your reservation at Aqua Terra at 1 30PM on 03 25 2016 is confirmed ,inform
I would like to book an sushi restaurant in seattle on 03 16 2016 at 7 30pm for 5 people,request
Great  your reservation is all set ,inform
I would like to book a seafood restaurant in seattle on 03 19 2016 at 1 30pm for 2 people,request
ivars acres of clams please,inform
I have successfully completed your reservation  Enjoy ,inform
I would like to book an chinese restaurant in downtown seattle on 03 12 2016 at 6 30pm for 4 people,request
mikes noodle house sounds great,inform
how about wild ginger asian restaurant,request
Great  Your reservation is confirmed ,inform
I would like to book causual restaurant in downtown seattle on 02 29 2016 at 4 30pm for 4 people,request
That date is in the past and cannot be booked  can you select a different date ,inform
good I am glad you are paying attention  lets try 03 17 16,inform
caudra no  32,inform
Great  Your reservation is confirmed ,inform
I would like to book an chinese restaurant in seattle on 02 22 2016 at 5 30pm for 10 people,request
That date is in the past  can you provide a valid date ,inform
this system works great to catch that how about 3 22 2016,request
american please,inform
anthony s pier 66 sounds awesome,inform
I would like to book Mexican in Seattle for two on 03 25 at 1pm,request
la grelha sounds awesome,inform
I m sorry I cannot make reservations at that restaurant  Would you like to try a different one ,inform
What city are you looking in ,request
We live in St  Louis  Missouri  so any restaurant within 15 miles of downtown will work for us ,inform
44 Stone Public House  that sounds really interesting  Let s go with that one ,inform
I have successfully booked your reservation  Happy Anniversary ,inform
I would like to get Italian for three on tomorrow at 2pm in Seattle,request
mama stortini s please,inform
I have successfully completed your reservation for Mama Stortini s for tomorrorow at 2PM  Enjoy ,inform
Certainly  where are you located ,request
Dallas Texas,inform
Book Yao Fuzi please,inform
I have successfully booked your reservation at Yao Fuzi for 4 people on 3 11 2016 at 6 00pm  Enjoy,inform
GOOD EVENING ,greeting
Hi  Would you like to make a reservation ,greeting
What city are you located in ,request
Do you have a type of cuisine in mind ,inform
Do you have a price range ,request
What date would you like me to look for a reservation ,request
Friday  3 11 2016,inform
How many are going ,request
What time would you like me to search for ,request
What name would you like to book the reservation under ,request
Success  I have booked a table for 2 at El Barzon on 3 11 at 8PM ,inform
Book me a table for 1 in Seattle for tomorrow at 7 00 PM at Flying Fish,request
I have booked your restaurant for tomorrow  Thank you ,inform
Book me a table for 1 in Seattle for tomorrow at 7 00 PM at Cafe Bengodi,request
I have successfully booked your reservation for tomorrow  Enjoy ,inform
I am looking for an Italian restaurant ,request
Where are you located ,request
Los Angeles ,inform
Do you have a price range in mind ,inform
100 dollars ,inform
On what date would you like to make the reservation ,request
Saturday  2 people ,inform
At what time would you like to dine ,request
Casa Nostra,inform
Success  I have booked a table for 2 at Casa Nostra on 3 12 at 8PM ,inform
I would like a restaurant in Seattle on March 21st at 3 PM for 3 people ,request
Do you have a type of cuisine in mind ,request
I m sorry  I am unable to book that time  Would you like to try either 4 30PM or 4 45PM ,inform
Success  I was able to book you a table for 3 at Betty on 3 21 at 4 30PM ,inform
Can I request a 2 person table tonight ,request
Certainly  what city are you looking in ,request
Do you have a cuisine in mind  Also  a specific time for your reservation ,request
I m sorry  do you want a table for tonight or Thursday ,multiple_choice
At what time would you like to dine ,request
8PM  3 people ,inform
Would you like a specific type of cuisine ,request
Success  I was able to book a table for 3 at ROKA AKOR on 3 10 at 8PM ,inform
I sure can  What time would you like to go to dinner ,request
Oh no later than 6pm  We like to be in bed watching Bonanza reruns by 8pm ,request
Why type of cuisine are you looking for ,request
I don t care  just no foreign crap  It s gotta be American ,inform
How many are going ,request
It s me and the missus  so just 2 of us ,inform
What name would you like to book the reservation under ,request
Bill and Delores Masterson,inform
eddie v s for sure  Those other two sound communist ,inform
Unfortunately that time is not available  Would you like to try 5 30PM  5 45PM  6 15PM ,inform
I am unable to book a table at the time  Would you like to try 5PM  5 15PM  5 30PM ,inform
Fine 5pm but only because I need a woman who s firm with me and I like that about you ,inform
Success  I have booked a table for 2 at Eddie V s on 3 9 at 5PM ,inform
Can you book the Hard Rock Cafe at 5 PM on March 14th for 2 people in Seattle ,request
Hi  I ve booked your restaurant for tomorrow  Thank you ,inform
Book me a table for 1 in Seattle for tomorrow at 7 00 PM at Rogo s Restaurant,request
Hi  I ve booked your restaurant for tomorrow  Thank you ,greeting
Where are their waitresses dressed in theme sexy uniforms,request
That s a little precise for our system but we can try to help you  what city are you looking in ,request
wilmington  nc,inform
Do you have a specific type of cuisine in mind or are you looking for a hooters type restaurant ,request
scottish or irish food,inform
On what date would you like to make the reservation ,request
Do you have a time in mind ,request
How many are going ,request
What name will the reservation be under ,request
I m sorry  there are no Mexican restaurants in Wilmington  either  Do you have another choice ,inform
Ruth s Chris,inform
Hello  can I help you book a restaurant ,greeting
Yes  a table for five at Balzem NY for Tuesday evening please ,request
At what me would you like to make a reservation ,request
8 15pm please,inform
Success  I was able to book you a table for 5 on 3 8 at 8 15 PM at Balzem ,inform
What date would you like me to look for a reservation ,request
Tomorrow  if possible  Sorry for the late notice ,inform
And what time  please ,request
Is it possible to do late afternoon  Say 3 30pm ,inform
What name would you like the reservation under ,request
Rosie O mally,inform
I like Cabo Flats  Just rolls off the tongue ,inform
Success  I have booked a table at Cabo Flats on 3 8 at 3 30PM for 4 people ,inform
Book me a table for 2 in Seattle for tomorrow at 7 00 PM at Sand Point Grill,request
Your reservation at Sand Point Grill on 03 08 2016 for 7PM was confirmed for two people ,inform
I need a good Japanese restaurant ,request
What is your location ,request
Do you have a reservation date in mind ,request
At what time would you like to dine ,request
8 PM  2 people ,inform
BARMASA Asia ,inform
Success  I have booked a table for 2 at BARMASA on 3 11 at 8PM ,inform
Book me a table for 2 in Seattle for tomorrow at 7 00 PM at Taste of the Caribbean,request
Success  I was able to book you a table for 2 at Taste of the Caribbean tomorrow at 7PM ,inform
Book me a table for 1 at Agrodolce in Seattle for tomorrow at 7 00 PM ,request
Success  I was able to book you a table for 1 at Agrodolce tomorrow at 7PM ,inform
Book me a table for 1 in Seattle for tomorrow at 7 00 PM at Tropicos Breeze,request
Hi  I ve booked your restaurant for tomorrow  Thank you ,inform
That s great  thank you  Let s try Andaluca first and if that s not available  try Aqua ,inform
I am looking for Chinese food Saturday night ,request
Could you please provide a location ,request
Baltimore  For 2 people at 8 PM ,inform
Yes  Italian ,inform
Here are three restaurants I found  Aldo s  Donna s  Amicci s ,inform
Book me a table for 1 in Seattle for tomorrow at 7 00 PM at Pizzeria Credo,request
Your reservation at Pizzeria Credo for 7PM was confirmed for one person on 03 08 2016 ,inform
My good man  would thee please be so kind as to set forth a date for this get together ,request
Tomorrow would be fine lad ,inform
Success  I was able to book you a table for 3 at RN74 on 3 8 at 8PM ,inform
I would like to get Italian for 2 people tomorrow at 3pm in Seattle,request
tulio please,inform
Unfortunately the 3PM timeslot is unavailable  I found the following times   2PM  2 15PM  5PM ,inform
Your reservation has been made for Tulio tomorrow at 2 00PM  Enjoy ,inform
I d like to reserve a table at Mi Pueblo in Petaluma  CA  4 People  Wednesday at 5pm,request
I m sorry  our system is unable to book that restaurant  Is there any other way I can help you ,inform
Can you find me a restaurant in Petaluma that you can book for that time ,request
Here are a few options  Bistro 100  Central Market  and Dre s Bar   Grill ,inform
I ll try Dre s Bar   Grill,inform
im looking for a place that serves vegan food,request
Great  where are you located ,request
largo florida,inform
What date are you looking for ,request
next saturday,inform
How many people are going ,request
6pm and there will be 5 people,inform
What name would you like to reserve under ,request
Harriet Spy,inform
yeah  that d be fine  I eat fish,inform
Do you have a price range in mind ,request
anything is fine,inform
Can you find a family friendly restaurant in Seattle at 2PM this Sunday for 3 ,request
Hi  Do you have a type of cuisine in mind ,request
Great your reservation for 2 00 PM at Buca di Beppo is confirmed ,inform
Hi  Would you like to make a reservation ,request
Yes  Reservation for 3 at enoSTEAK in California at 6 15pm next wednesday,request
What city are you located in ,request
Your reservation is confirmed for enoSTEAK in Laguna California at 6 15PM  thank you ,inform
Are there any restaurants open at 1am in Los Angeles  I have 2 people,request
On what date would you like to make a reservation ,request
This Friday night sat morning,inform
Barrel Down sounds good,inform
I have successfully completed your reservation for Barrel Down on 3 11 at 1am for 2 people  Enjoy ,inform
palms thai restaurant,inform
What date would you like to reserve ,request
thursday please,inform
What time would you like to look for ,request
How many are going ,request
I m sorry  we are unable to book this restaurant in our system  Would you like to try another one ,inform
try sushi gen instead,inform
I m sorry  we are unable to book this restaurant in our system  Would you like to try another one ,inform
home restaurant,inform
Great your reservation for 3 00PM at Home Restaurant is confirmed ,inform
Hi  I really want to find some Italian food downtown Seattle that is affordable  Can you help ,request
I can certainly assist  what date are you looking for ,request
Thursday afternoon  1pm would be great ,inform
How many are going ,request
Hi  would you like to make a reservation ,request
Success  I was able to book you a table for 3 at the Oak Grill on 3 16 at 5PM ,inform
I would like to book causual restaurant in downtown seattle on 03 29 16 at 4 30pm for 4 people,request
bahn thai cafe,inform
I m sorry  our system is unable to book that restaurant  Would you like to try another one ,inform
ok pike place chowder please,inform
I m sorry  our system is unable to book that restaurant  Would you like to try another one ,inform
cafe champange please,inform
